track_id,track_name,track_album_name,track_artist,artist_gender,track_album_release_year,duration_min,track_popularity,genres,record_label,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Playlist_year,artist_id,artist_name,artist_followers,artist_popularity
5FvXe5bz4nQQ4eBaitt4EC,MAGIC,MAGIC,"Vince Staples,Mustard",M,2 022,3.77,48,Hip Hop,Blacksmith Recordings/Motown Records,74.0,58.0,A,-6.65,minor,18.0,27.0,0.0,13.0,29.0,90,4,2022,"[68kEuyFKyqrdQQLLsmiatm,0YinUQ50QDB7ZxSCLyQ40k]","[Vince Staples,Mustard]","[1950191,1381685]","[70,74]"
62hpoPrA3rtfeX1aWONig5,Split/Whole Time,Lil Boat 3,Lil Yachty,M,2 020,3.99,55,Hip Hop,Quality Control Music/Motown Records,67.0,49.0,A,-8.77,minor,42.0,20.0,0.0,16.0,39.0,145,4,2022,[6icQOAFXDZKsumw3YXyusw],[Lil Yachty],[10287058],[81]
4Gasn91fsCefnN8zM5GjA8,Finesse,Finesse,"Pheelz,Bnxn",M,2 022,2.59,63,Afrobeats,Warner Records,86.0,55.0,C#,-7.92,minor,15.0,56.0,0.0,19.0,78.0,102,4,2022,"[5Jv1MsZBh0sqokFq7pU8Xg,3zaDigUwjHvjOkSn0NDf9x]","[Pheelz,Bnxn]","[543087,1903151]","[60,72]"
2PDgArI0p7UkeYgXWuqpmh,Last Last,Last Last,Burna Boy,M,2 022,2.87,2,Afrobeats,Spaceship/ Bad Habit/Atlantic Records,80.0,57.0,D#,-4.46,minor,9.0,13.0,0.0,8.0,55.0,88,4,2022,[3wcj11K77LjEY1PkEazffa],[Burna Boy],[10576504],[81]
7sg9kDT8H2P0wPACXnWRdN,Tamagotchi,Ivory,Omar Apollo,M,2 022,2.82,49,Soul/Funk/Motown,Warner Records,76.0,51.0,B,-6.94,minor,17.0,8.0,0.0,13.0,55.0,133,4,2022,[5FxD8fkQZ6KcsSYupDVoSO],[Omar Apollo],[1055884],[69]
0hihs6rrk3eL2iRS0xzmpX,Better (feat. Shana Tucker & Eric Roberson),Love In Flying Colors,"The Foreign Exchange,Shana Tucker,Eric Roberson",N/A,2 013,4.98,26,Hip Hop,The Foreign Exchange Music,51.0,59.0,A#,-8.74,Major,13.0,8.0,0.0,9.0,65.0,93,4,2022,"[60R4M19QBXvs0gO4IL6CpS,0KNylMopqFPVtgIDUt7xmR,2ewAU3d4El7WSIxWUJaZJn]","[The Foreign Exchange,Shana Tucker,Eric Roberson]","[111784,895,172159]","[38,14,41]"
1bj5ZFpxGFP5ooQcctNVB4,Energy,Energy,"Sampa the Great,Nadeem Din-Gabisi",N/A,2 018,4.98,51,Hip Hop,Sampa The Great,49.0,57.0,G,-7.01,Major,30.0,17.0,0.0,12.0,31.0,90,4,2022,"[7fw0E8WHdG3r9SuPBcGmWk,4ckH39T1k1Dz6Lmo6dmno6]","[Sampa the Great,Nadeem Din-Gabisi]","[285457,2188]","[49,36]"
6g5ov3aSDUvvDkQKIcmZQI,"Guantanamera (feat. Ms. Lauryn Hill, Celia Cruz & Jeni Fujita)",Wyclef Jean presents The Carnival featuring Refugee Allstars (feat. Refugee All Stars),"Wyclef Jean,Ms. Lauryn Hill,Celia Cruz,Jeni Fujita",N/A,1 997,4.51,53,Hip Hop,Ruffhouse/Columbia,83.0,43.0,D,-8.99,Major,18.0,0.0,0.0,12.0,39.0,88,4,2022,"[7aBzpmFXB4WWpPl2F7RjBe,2Mu5NfyYm8n5iTomuKAEHl,2weA6hhVqTIN2gSn9PUB9U,4jispKkgFHkoH9imP874K2]","[Wyclef Jean,Ms. Lauryn Hill,Celia Cruz,Jeni Fujita]","[361691,3118436,634147,187]","[73,75,65,39]"
3BtuIIrQlkujKPuWF2B85z,Too Good,Views,"Drake,Rihanna",N/A,2 016,4.39,72,Hip Hop,Cash Money Records/Young Money Ent./Universal Rec.,79.0,65.0,G,-7.84,Major,10.0,5.0,0.0,10.0,40.0,118,4,2022,"[3TVXtAsR1Inumwj472S9r4,5pKCCKE2ajJHZ9KAiaK11H]","[Drake,Rihanna]","[93296075,63627000]","[96,92]"
13z7RLPmgupzRwQY9NiTZU,Cherries,Girl Eats Sun,"Hope Tala,Aminé",N/A,2 020,3.06,47,Hip Hop,EMI,80.0,69.0,A#,-6.74,minor,10.0,2.0,0.0,7.0,77.0,90,4,2022,"[74CcYmmNeHKe5PrZaISk8e,3Gm5F95VdRxW3mqCn8RPBJ]","[Hope Tala,Aminé]","[176420,1968251]","[52,68]"
2g6tReTlM2Akp41g0HaeXN,Die Hard,Mr. Morale & The Big Steppers,"Kendrick Lamar,Blxst,Amanda Reifer",N/A,2 022,3.98,72,Hip Hop,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,78.0,74.0,C#,-8.07,minor,25.0,32.0,0.0,13.0,36.0,101,4,2022,"[2YZyLoL8N0Wb9xBt1NhZWg,4qXC0i02bSFstECuXP2ZpL,1PpDfXOUG7gxUjR1quWnwp]","[Kendrick Lamar,Blxst,Amanda Reifer]","[34068852,528518,15681]","[92,69,58]"
3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,Un Verano Sin Ti,"Bad Bunny,Bomba Estéreo",N/A,2 022,4.3,81,Reggaeton,Rimas Entertainment LLC,65.0,69.0,D#,-5.75,minor,4.0,8.0,0.0,53.0,27.0,80,4,2022,"[4q3ewBCX7sLwd24euuV69X,5n9bMYfz9qss2VOW89EVs2]","[Bad Bunny,Bomba Estéreo]","[86916993,1080604]","[95,69]"
0Jl5bIEve3A4axcjY3EgDZ,Feelin' Alright,With A Little Help From My Friends,Joe Cocker,M,1 969,4.18,59,Rock,A&M,54.0,82.0,F,-10.14,Major,4.0,63.0,4.0,30.0,90.0,90,4,2022,[3pFCERyEiP5xeN2EsPXhjI],[Joe Cocker],[2412649],[65]
7aBRoWtp9jsZFxwml1LfeG,Pull Up,Pull Up,Original Koffee,F,2 022,2.85,2,House/Dance,Columbia,81.0,60.0,G,-3.3,Major,9.0,32.0,5.0,9.0,65.0,103,4,2022,[1gWjcmBsveEYMxOZ0VRi32],[Original Koffee],[741409],[57]
5LYMamLv12UPbemOaTPyeV,Music For a Sushi Restaurant,Harry's House,Harry Styles,M,2 022,3.23,69,Pop,Columbia,72.0,72.0,B,-4.65,Major,4.0,26.0,6.0,11.0,36.0,107,4,2022,[6KImCVD70vtIoJWnq6nGn3],[Harry Styles],[33097935],[85]
62lLZOUN0AmYBaw6es63l5,Apple Tree Blues,Apple Tree Blues,Caamp,M,2 022,3.54,40,Folk,Mom+Pop,54.0,65.0,G#,-10.93,Major,3.0,52.0,6.0,12.0,74.0,173,4,2022,[0wyMPXGfOuQzNR54ujR9Ix],[Caamp],[642453],[70]
3yGy1JYz3zQKlxSgjgpQqX,Praise You,You've Come A Long Way Baby,Fatboy Slim,M,1 998,5.39,53,Electronic,Astralwerks,60.0,89.0,C#,-8.64,Major,5.0,10.0,27.0,17.0,53.0,110,4,2022,[4Y7tXHSEejGu1vQ9bwDdXW],[Fatboy Slim],[1293934],[64]
4euxFlxLWVGmZZLyYARTyE,Spanish Joint,Voodoo,D'Angelo,M,2 000,5.74,48,Soul/Funk/Motown,Virgin Records,73.0,50.0,C,-8.91,minor,8.0,54.0,32.0,13.0,78.0,112,4,2022,[336vr2M3Va0FjyvB55lJEd],[D'Angelo],[1237859],[61]
7mvKpoeI6sq6osDtSb9xcF,Save Me,I Never Loved a Man the Way I Love You,Aretha Franklin,F,1 967,2.36,33,Soul/Funk/Motown,Rhino Atlantic,84.0,44.0,A,-9.44,Major,5.0,54.0,1.0,11.0,53.0,120,4,2022,[7nwUJBm0HE4ZxD3f5cy5ok],[Aretha Franklin],[3494316],[72]
2kBHv0gFA2iheTUXmPB9e1,Under Control,Ego Death,The Internet,N/A,2 015,4.07,48,Hip Hop,Odd Future,71.0,71.0,G,-6.13,Major,6.0,33.0,1.0,19.0,50.0,98,4,2022,[7GN9PivdemQRKjDt4z5Zv8],[The Internet],[1454609],[61]
6kJBDQLD0YOAyqmo9HWBrR,Vibe Out,If Orange Was A Place,Tems,F,2 021,4.96,50,Afrobeats,RCA Records/Since 93',54.0,46.0,F#,-8.74,minor,6.0,66.0,49.0,10.0,60.0,140,4,2022,[687cZJR45JO7jhk1LHIbgq],[Tems],[2516746],[78]
09DR0sHnQUhHOiSNttc1mv,Not Strong Enough,the record,"boygenius,Julien Baker,Phoebe Bridgers,Lucy Dacus",F,2 023,3.92,72,Pop,boygenius under exclusive license to Interscope Records,50.0,80.0,C#,-5.91,Major,4.0,0.0,0.0,10.0,31.0,127,4,2023,"[1hLiboQ98IQWhpKeP9vRFw,12zbUHbPHL5DGuJtiUfsip,1r1uxoy19fzMxunt3ONAkG,07D1Bjaof0NFlU32KXiqUP]","[boygenius,Julien Baker,Phoebe Bridgers,Lucy Dacus]","[969821,499469,2609944,527862]","[67,68,79,69]"
1EhvYd5e7vkoN3udEN1Vyl,Got 'Til It's Gone,The Velvet Rope,"Janet Jackson,Q-Tip,Joni Mitchell",F,1 997,4.03,61,R&B,Virgin Records,75.0,36.0,G,-10.38,Major,28.0,2.0,0.0,28.0,53.0,90,4,2023,"[4qwGe91Bz9K2T8jXTZ815W,3ZotbHeyVQKxQCPDJuQ4SU,5hW4L92KnC6dX9t7tYM4Ve]","[Janet Jackson,Q-Tip,Joni Mitchell]","[3981086,610105,1517253]","[66,61,63]"
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SOS,SZA,F,2 022,3.36,85,R&B,Top Dawg Entertainment/RCA Records,56.0,55.0,F,-7.23,Major,13.0,14.0,0.0,11.0,39.0,143,4,2023,[7tYKF4w9nC0nq9CsPZTHyP],[SZA],[24229902],[90]
0xGcAq56TXf3RnSHkCiL9k,Dr. Feelgood (Love Is a Serious Business),I Never Loved a Man the Way I Love You,Aretha Franklin,F,1 967,3.39,37,Jazz,Rhino Atlantic,64.0,37.0,G,-9.63,Major,3.0,38.0,0.0,19.0,36.0,142,3,2023,[7nwUJBm0HE4ZxD3f5cy5ok],[Aretha Franklin],[3494316],[72]
7FvHEqbqeG3hoNZBBUjkVC,The Devil I Know,The Devil I Know,Ashley McBryde,F,2 023,3.13,37,Rock,Warner Music Nashville,54.0,67.0,D,-5.2,Major,4.0,9.0,0.0,11.0,61.0,168,4,2023,[371jpyGdoChzUASOIG2ECV],[Ashley McBryde],[302859],[55]
1Jwc3ODLQxtbnS8M9TflSP,Walk Like an Egyptian,The Essential Bangles,The Bangles,F,2 004,3.41,61,Rock,Columbia,72.0,89.0,B,-7.82,Major,10.0,0.0,0.0,30.0,82.0,103,4,2023,[51l0uqRxGaczYr4271pVIC],[The Bangles],[1501737],[64]
0va257dK5KpE35Gd2EHH7E,Penas con Pan,Penas con Pan,La Doña,F,2 022,1.72,33,Latin,La Doña,66.0,59.0,A,-5.04,Major,5.0,5.0,0.0,8.0,75.0,170,4,2023,[5eBVoDUYv0feTepoBSz4SJ],[La Doña],[21937],[29]
0ZxhtATQ0a6EvQNZ0z6NKV,Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),"Ice Spice,Nicki Minaj",F,2 023,2.87,68,Hip Hop,10K Projects/Capitol Records,90.0,69.0,A,-5.09,Major,17.0,17.0,0.0,10.0,77.0,148,4,2023,"[3LZZPxNDGDFVSIPqf4JuEf,0hCNtLu0JehylgoiP8L4Gh]","[Ice Spice,Nicki Minaj]","[4166982,32701154]","[75,87]"
6RlczF1bVrcf4f65qaXuoA,Contact,Raven,Kelela,F,2 023,4.01,46,R&B,Warp Records,72.0,82.0,F#,-8.8,minor,7.0,39.0,13.0,9.0,74.0,127,4,2023,[1U0sIzpRtDkvu1hXXzxh60],[Kelela],[378048],[53]
6kIgzGx7gH0qAKTFTF5GsU,Only Have Eyes 42,The Age of Pleasure,Janelle Monáe,F,2 023,2.83,42,R&B,Bad Boy Records,61.0,73.0,G,-4.47,minor,6.0,24.0,0.0,42.0,53.0,80,4,2023,[6ueGR6SWhUJfvEhqkvMsVs],[Janelle Monáe],[1479662],[67]
3htVhQPsTXWAkAXYRkfRSz,Try Me,Try Me,Jorja Smith,F,2 023,3.57,42,R&B,FAMM,70.0,58.0,F#,-6.94,minor,8.0,12.0,0.0,14.0,63.0,105,4,2023,[1CoZyIx7UvdxT5c8UkMzHd],[Jorja Smith],[3495238],[74]
5jkd3e1qgmsTWJm3NvQ7X4,Cry Me A River,"Clap Hands, Here Comes Charlie! (Expanded Edition)",Ella Fitzgerald,F,1 989,4.28,44,Jazz,Verve Reissues,44.0,15.0,G#,-12.76,minor,4.0,96.0,0.0,10.0,35.0,133,4,2023,[5V0MlUE1Bft0mbLlND7FJz],[Ella Fitzgerald],[2559247],[70]
5V9XFfvCG4WP5ZdISOLvaF,Sability,Sability,Ayra Starr,F,2 023,2.78,59,Afrobeats,Mavin Records,85.0,70.0,E,-8.74,minor,4.0,10.0,0.0,10.0,85.0,120,4,2023,[3ZpEKRjHaHANcpk10u6Ntq],[Ayra Starr],[3846778],[78]
1WPqawIF9HCKfSOt7mN6X0,Nowhere To Run,Dance Party,Martha Reeves & The Vandellas,F,1 965,3.03,59,Soul/Funk/Motown,UNI/MOTOWN,61.0,82.0,D,-9.38,minor,5.0,10.0,1.0,5.0,88.0,129,4,2023,[1Pe5hlKMCTULjosqZ6KanP],[Martha Reeves & The Vandellas],[467864],[55]
3zIuHdD8dkh1vPxQu334T7,Blue Train,Blue Train,John Coltrane,M,1 957,10.72,50,Jazz,Blue Note Records,50.0,29.0,G#,-15.43,Major,5.0,64.0,0.0,16.0,57.0,136,4,2023,[2hGh5VOeeqimQFxqXvfCUf],[John Coltrane],[1706046],[67]
3QcuZo6WLcFkqqLmDs0d95,Doctor My Eyes,Jackson Browne (Saturate Before Using),Jackson Browne,M,1 972,3.33,2,Rock,Asylum,48.0,63.0,F,-8.41,Major,3.0,27.0,0.0,9.0,54.0,76,4,2023,[5lkiCO9UQ8B23dZ1o0UV4m],[Jackson Browne],[1374612],[62]
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Gettin' Old,Luke Combs,M,2 023,4.42,82,Rock,River House Artists/Columbia Nashville,71.0,60.0,G#,-5.52,Major,3.0,19.0,0.0,12.0,67.0,98,4,2023,[718COspgdWOnwOFpJHRZHS],[Luke Combs],[11682296],[87]
3Nf8oGn1okobzjDcFCvT6n,I'll Stand by You,Last of the Independents,Pretenders,M,1 994,4.01,69,Rock,Rhino/Warner Records,44.0,61.0,G,-6.55,Major,3.0,30.0,0.0,8.0,27.0,134,4,2023,[0GByy3DcfbQwDvXGCWmzv9],[Pretenders],[1557220],[64]
6i81qFkru6Kj1IEsB7KNp2,Just Breathe,Backspacer,Pearl Jam,M,2 009,3.6,66,Rock,Universal-Island Records Ltd.,47.0,35.0,C,-11.1,Major,3.0,72.0,0.0,8.0,28.0,108,4,2023,[1w5Kfo2jwwIPruYS2UWh56],[Pearl Jam],[9142741],[77]
7faybsF8gIVvWtAp9hUcI2,Soul Survivor,Exile On Main Street (2010 Re-Mastered),The Rolling Stones,M,1 972,3.81,34,Rock,Polydor Records,34.0,92.0,F,-3.94,Major,4.0,18.0,18.0,29.0,53.0,115,4,2023,[22bE4uQ6baNwSHPVcDxLCe],[The Rolling Stones],[14614334],[80]
2qhASBzpbFhPRtrnZ5lLnz,Unchained Melody,Just Once In My Life,The Righteous Brothers,M,1 965,3.63,76,Rock,Universal Records,34.0,21.0,C,-16.73,Major,3.0,40.0,0.0,18.0,29.0,99,3,2023,[4b0WsB47XCa9F83BmwQ7WX],[The Righteous Brothers],[652159],[65]
26WPI2aksB9XdqmeLfca5z,Funky Kingston,Funky Kingston,Toots & The Maytals,M,1 973,4.93,53,Reggae,Island Records,78.0,46.0,B,-12.36,Major,8.0,27.0,0.0,4.0,96.0,99,4,2023,[6ZFv3wQwwWPiVDWhv0mjQK],[Toots & The Maytals],[474635],[57]
3ia3dJETSOllPsv3LJkE35,California Love - Original Version,Greatest Hits,"2Pac,Roger,Dr. Dre",M,1 998,4.75,79,Hip Hop,2Pac Greatest Hits,76.0,85.0,G,-3.05,Major,4.0,3.0,0.0,37.0,76.0,92,4,2023,"[1ZwdS5xdxEREPySFridCfh,3GMoVpWJy4smKuxFuFTwXC,6DPYiyq5kWVQS4RGwxzPC7]","[2Pac,Roger,Dr. Dre]","[19520112,188360,12768999]","[82,66,82]"
78MA8xdZCe4KS9SuIxs1Ce,Drums,Red Eye,"Money Man,Babyface Ray",M,2 023,3.03,37,Hip Hop,Black Circle / EMPIRE,85.0,65.0,B,-6.3,Major,22.0,17.0,2.0,13.0,52.0,145,4,2023,"[3Rx4PJ7SP6unkOk5elPUK7,3zZ88AwlTwfCJkowsFCvLA]","[Money Man,Babyface Ray]","[685165,329953]","[69,66]"
3pm0lUOKsphN8A3VLZivuS,PARABOLIC!,PARABOLIC!,nobigdyl.,M,2 020,2.64,49,Hip Hop,indie tribe.,91.0,63.0,G#,-4.4,Major,6.0,2.0,0.0,10.0,75.0,88,4,2023,[2d8NsBa8O4C6bgQatFP5V4],[nobigdyl.],[162510],[61]
3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,The Dock of the Bay (Mono),Otis Redding,M,1 968,2.73,78,Soul/Funk/Motown,Rhino Atlantic,77.0,37.0,D,-11.23,Major,3.0,68.0,0.0,8.0,53.0,104,4,2023,[60df5JBRRPcnSpsIMxxwQm],[Otis Redding],[2331150],[72]
5hReWjUHqPqkHi31G7izL4,Inner City Blues (Make Me Wanna Holler),What's Going On,Marvin Gaye,M,1 971,5.46,57,Soul/Funk/Motown,UNI/MOTOWN,63.0,46.0,C#,-13.67,Major,3.0,79.0,13.0,13.0,65.0,94,4,2023,[3koiLjNrgRTNbOwViDipeA],[Marvin Gaye],[5521779],[76]
65Ywa7EspM0tSZreKwOmnL,Everything Is Broken,Oh Mercy,Bob Dylan,M,1 989,3.22,35,Rock,Columbia,77.0,80.0,B,-7.94,minor,6.0,0.0,2.0,8.0,87.0,132,4,2023,[74ASZWbe4lXaubB36ztrGX],[Bob Dylan],[6669323],[74]
7G3lxTsMfSx4yarMkfgnTC,The World Is Yours,Illmatic,Nas,M,1 994,4.84,67,Hip Hop,Columbia,68.0,79.0,A#,-6.19,minor,14.0,27.0,0.0,12.0,54.0,87,4,2023,[20qISvAhX20dpIbOOzGK3q],[Nas],[3951615],[74]
40EXFgNMOIQRQOwJZ8mJkC,Who Told You (feat. Drake),Who Told You (feat. Drake),"J Hus,Drake",M,2 023,3.48,63,Hip Hop,Black Butter,73.0,74.0,B,-4.61,minor,32.0,16.0,0.0,12.0,87.0,77,4,2023,"[2a0uxJgbvvIRI4GX8pYfcr,3TVXtAsR1Inumwj472S9r4]","[J Hus,Drake]","[1300947,93296075]","[66,96]"
2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,La Bebe (Remix),"Yng Lvcas,Peso Pluma",M,2 023,3.91,81,Reggaeton,WM Mexico,81.0,48.0,D,-5.68,minor,33.0,21.0,0.0,8.0,56.0,170,4,2023,"[1NNRWkhwmcXRimFYSBpB1y,12GqGscKJx3aE4t07u7eVZ]","[Yng Lvcas,Peso Pluma]","[387698,17223560]","[70,93]"
1qmoBuSioVcdk6PzpomMMg,Tempted,Tempted,J'calm,M,2 023,3.23,43,Reggaeton,5K Records Limited,50.0,58.0,E,-7.88,minor,15.0,12.0,0.0,12.0,14.0,96,4,2023,[2i6VWRGP6MLsPpKPRTRMkY],[J'calm],[80204],[56]
4LhomLO7QYlHsX2mgdQR9X,Dance Me to the End of Love - Live,The Essential Leonard Cohen,Leonard Cohen,M,2 002,6.07,35,Electronic,Columbia,40.0,50.0,E,-11.48,minor,4.0,57.0,1.0,98.0,42.0,133,4,2023,[5l8VQNuIg0turYE1VtM9zV],[Leonard Cohen],[3474937],[67]
1bpaA5Pn4jlo1cRAOBNQnh,Golden Lady,Innervisions,Stevie Wonder,M,1 973,4.97,46,Soul/Funk/Motown,Motown,42.0,80.0,C,-9.79,minor,7.0,26.0,0.0,21.0,55.0,102,4,2023,[7guDJrEfX3qb6FEbdPA5qi],[Stevie Wonder],[6661844],[77]
7oOEFDLSQscl0uGulnIEmG,Love & Hate,Love & Hate,Michael Kiwanuka,M,2 016,7.12,63,Soul/Funk/Motown,Polydor Records,28.0,49.0,G,-7.85,minor,3.0,16.0,0.0,17.0,53.0,170,4,2023,[0bzfPKdbXL5ezYW2z3UGQj],[Michael Kiwanuka],[1503582],[69]
6Pkj4nv5K53i64cLVgkVyY,Reach Out I'll Be There,Reach Out,Four Tops,M,1 967,2.98,63,Soul/Funk/Motown,Motown,61.0,60.0,D#,-8.91,minor,3.0,3.0,0.0,19.0,74.0,120,4,2023,[7fIvjotigTGWqjIz6EP1i4],[Four Tops],[1160659],[65]
1LnTC50m1LHC36jtKo0UJk,Ain't No Harmin' Me,Ain't No Harmin' Me,The War And Treaty,N/A,2 023,3.84,22,Rock,UMG Nashville,47.0,76.0,A#,-6.33,Major,5.0,8.0,0.0,13.0,28.0,89,4,2023,[6HhV0jtMMK5HYnYgG0xgtz],[The War And Treaty],[130684],[65]
44BmNSqH9uZV5OfIjGcER3,River Deep - Mountain High,River Deep-Mountain High,Ike & Tina Turner,N/A,1 966,3.58,50,Soul/Funk/Motown,Hip-O Select,39.0,75.0,D#,-7.0,Major,4.0,78.0,0.0,14.0,27.0,83,4,2023,[1ZikppG9dPedbIgMfnfx8k],[Ike & Tina Turner],[328234],[51]
3Eax1yebRxj6LSYpxE9Yd3,VAMPIROS,RR,ROSALÍA,N/A,2 023,2.94,61,R&B,Columbia Records/Duars Entertainment/Sony Music Latin,77.0,68.0,A,-4.28,minor,5.0,14.0,2.0,8.0,47.0,102,4,2023,"[7ltDVBr6mKbRvohxheJ9h1,1mcTU81TzQhprhouKaTkpq]","[ROSALÍA,Rauw Alejandro]","[8375671,24186686]","[81,90]"
61xtcyTyR9oXMnGmjVDAVW,Watching The Credits,Watching The Credits,The Beths,N/A,2 023,3.25,12,Rock,Carpark Records,38.0,68.0,G,-10.0,minor,4.0,0.0,0.0,13.0,43.0,167,4,2023,[7DjwIxbe8kpw4pqnzAMoin],[The Beths],[153801],[48]
5h68SoVFGleijCtjEja3xG,365,BRAT,Charli xcx,F,2 024,3.39,80,Pop,Atlantic Records,76.0,86.0,C#,-5.12,Major,11.0,15.0,50.0,16.0,73.0,127,4,2024,[25uiPmTg16RbhZWAqwLBy5],[Charli xcx],[4405458],[88]
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,HIT ME HARD AND SOFT,Billie Eilish,F,2 024,5.06,88,Pop,Darkroom/Interscope Records,70.0,43.0,G,-12.53,Major,5.0,14.0,88.0,8.0,52.0,110,4,2024,[6qqNVTkY8uBg9cP3Jd7DAH],[Billie Eilish],[102057941],[96]
2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,M,2 024,2.85,88,Pop,American Dogwood / EMPIRE,72.0,71.0,A,-4.95,Major,3.0,6.0,0.0,8.0,60.0,81,4,2024,[3y2cIKLjiOlp1Np37WiUdH],[Shaboozey],[771365],[80]
6OLlACmD4AlW2N7CWVhVxO,Say So,Say So,"PJ Morton,JoJo",N/A,2 019,3.55,38,Pop,Morton Records / EMPIRE,50.0,41.0,C,-7.58,Major,5.0,59.0,0.0,11.0,23.0,75,4,2024,"[2FMOHE79X98yptp4RpPrt7,5xuNBZoM7z1Vv8IQ6uM0p6]","[PJ Morton,JoJo]","[287274,2394836]","[58,63]"
45wbaSjwlHfUyLf36DHPtF,Process,Back of My Mind,H.E.R.,F,2 021,3.91,39,R&B,MBK Entertainment/RCA Records,63.0,44.0,C#,-4.69,Major,10.0,20.0,0.0,10.0,36.0,127,4,2024,[3Y7RZ31TRPVadSFVy1o8os],[H.E.R.],[7963703],[77]
7wLShogStyDeZvL0a6daN5,TEXAS HOLD 'EM,COWBOY CARTER,Beyoncé,F,2 024,3.89,74,R&B,Parkwood Entertainment/Columbia,73.0,71.0,D,-6.55,Major,8.0,58.0,0.0,16.0,38.0,110,4,2024,[6vWDO969PvNqNYHIOW5v0m],[Beyoncé],[38943874],[87]
0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,Lil Boo Thang,Paul Russell,M,2 023,1.9,79,R&B,Arista Records,85.0,70.0,C,-3.29,Major,8.0,15.0,0.0,32.0,92.0,114,4,2024,[4zoRNhOhsGX3w8yBAnFSQ8],[Paul Russell],[224227],[66]
4iGW3Cjru1RVBzFEFfBlYI,O Quarto - Soundtrack Version,Poor Things (Original Motion Picture Soundtrack),Carminho,F,2 023,1.28,33,Fado,Milan,56.0,5.0,C,-12.87,Major,4.0,96.0,0.0,9.0,41.0,85,4,2024,[6I1r8xKn6bCeionvZVdzdR],[Carminho],[107836],[50]
3tJvIep0xivOdA6xCjGVQS,Unsuffer Me,West,Lucinda Williams,F,2 007,5.67,30,Folk,Lost Highway Records,52.0,47.0,E,-8.74,Major,3.0,10.0,0.0,10.0,35.0,118,4,2024,[60ht0hWRy1yjUDfNsLuHuP],[Lucinda Williams],[257949],[52]
6wuekNiL0KqFbvfdwuequN,One Of These Things First,Bryter Layter,Nick Drake,M,1 971,4.83,55,Folk,UMC (Universal Music Catalogue),60.0,59.0,E,-9.76,Major,3.0,56.0,32.0,11.0,66.0,90,3,2024,[5c3GLXai8YOMid29ZEuR9y],[Nick Drake],[852725],[63]
2QTW63ARNi7CZRgWKdjyx1,Old Dutch,Keep Me on Your Mind/See You Free,"Bonny Light Horseman,Eric D. Johnson,Josh Kaufman,Anaïs Mitchell",N/A,2 024,5.84,39,Folk,Jagjaguwar,41.0,50.0,C,-7.47,Major,3.0,54.0,0.0,11.0,35.0,103,4,2024,"[0Qi9Fcmn1DJAoG8Agf5ibb,4LBdlNpHBD8dHPcVCrjSB6,3kKgcBXTgyAZhXPV3AaSZc,7K5Lm5dxoEwEpOS0Fc3l3s]","[Bonny Light Horseman,Eric D. Johnson,Josh Kaufman,Anaïs Mitchell]","[61262,2764,1333,70257]","[48,48,48,63]"
52JFZ4D1kYCspWMolxYtTo,Don't Cry Baby,The Second Time Around,Etta James,F,1 961,2.44,50,Jazz,Geffen,43.0,15.0,F,-15.87,Major,3.0,83.0,0.0,11.0,59.0,132,3,2024,[0iOVhN3tnSvgDbcg25JoJb],[Etta James],[1775059],[72]
6jGnykaS6TkWp15utXSAeI,Come Away With Me,Come Away With Me (Super Deluxe Edition),Norah Jones,F,2 002,3.3,71,Jazz,CM BLUE NOTE (A92),44.0,14.0,C,-13.27,Major,3.0,90.0,0.0,13.0,15.0,77,3,2024,[2Kx7MNY7cI1ENniW7vT30N],[Norah Jones],[3219107],[75]
2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads,The Rolling Stones,M,1 965,3.71,76,Rock,"ABKCO Music and Records, Inc.",72.0,86.0,D,-7.89,Major,3.0,4.0,3.0,13.0,93.0,136,4,2024,[22bE4uQ6baNwSHPVcDxLCe],[The Rolling Stones],[14614334],[80]
42KZovoCaiMhxskWGA68gt,Silvio,Down In The Groove,Bob Dylan,M,1 988,3.1,29,Rock,Columbia/Legacy,61.0,83.0,C,-8.15,Major,5.0,31.0,0.0,20.0,85.0,162,4,2024,[74ASZWbe4lXaubB36ztrGX],[Bob Dylan],[6669323],[74]
